chr	start	end
chr16	18879900	18879960
chr16	18911309	18911352
chr16	19297174	19297261
chr16	19309995	19310135
chr16	19315384	19315477
chr16	19318867	19318994
chr16	19320326	19320405
chr16	20357500	20357502
chr16	20357544	20357656
chr16	20361050	20361191
chr16	20362080	20362115
chr16	20753068	20753073
chr16	21172447	21172460
chr16	21181708	21181717
chr16	21185398	21185469
chr16	21190732	21190733
chr16	21222875	21222925
chr16	21416211	21416227
chr16	21422255	21422399
chr16	21422563	21422662
chr16	21436316	21436340
chr16	21756202	21756357
chr16	21763282	21763372
chr16	21763690	21763826
chr16	21847731	21847779
chr16	21854775	21854849
chr16	21858734	21858862
chr16	22007677	22007822
chr16	22019623	22019641
chr16	22108180	22108234
chr16	22385616	22385630
chr16	22525123	22525226
chr16	22535141	22535269
chr16	22538887	22538986
chr16	22539100	22539276
chr16	23160397	23160591
chr16	23315321	23315422
chr16	23521642	23521732
chr16	23716204	23716324
chr16	23847497	23847602
chr16	24124378	24124385
chr16	24226161	24226193
chr16	24574744	24574751
chr16	25026530	25026560
chr16	25137285	25137447
chr16	25264267	25264279
chr16	25703886	25703956
chr16	25704094	25704191
chr16	27665948	27666057
chr16	28074689	28074691
chr16	28331912	28332213
chr16	28354177	28354364
chr16	28354457	28354533
chr16	28360193	28360322
chr16	28360463	28360562
chr16	28374040	28374143
chr16	28606717	28606785
chr16	28606870	28606881
chr16	28620219	28620237
chr16	28655951	28655976
chr16	28663278	28663377
chr16	28663491	28663635
chr16	28667954	28667989
chr16	28668108	28668227
chr16	28669527	28669876
chr16	28734577	28734644
chr16	28737955	28738116
chr16	28738342	28738356
chr16	28738405	28738501
chr16	28763797	28763897
chr16	28769980	28770072
chr16	28773666	28773720
chr16	28847981	28848014
chr16	28900109	28900235
chr16	28915047	28915062
chr16	28915726	28915765
chr16	29392791	29392962
chr16	29393595	29393611
chr16	29395504	29395522
chr16	29405269	29405397
chr16	29464933	29465031
chr16	29465376	29465434
chr16	29465512	29465584
chr16	29465635	29465705
chr16	29465740	29465809
chr16	29466075	29466251
chr16	29466935	29467031
chr16	29467099	29467175
chr16	29814720	29814744
chr16	29818015	29818039
chr16	29818091	29818133
chr16	29818350	29818394
chr16	29853268	29853391
chr16	29872615	29872624
chr16	29974721	29974852
chr16	29999598	29999741
chr16	30012533	30012608
chr16	30041381	30041401
chr16	30200181	30200241
chr16	30381378	30381409
chr16	30393906	30393919
chr16	30429257	30429383
chr16	30456932	30457048
chr16	30506039	30506171
chr16	30543820	30544124
chr16	30544215	30544227
chr16	30662967	30662972
chr16	30679881	30679885
chr16	30735833	30735990
chr16	30747946	30747946
chr16	30753089	30753229
chr16	30755115	30755264
chr16	30768440	30768466
chr16	30768758	30768780
chr16	30769003	30769009
chr16	30770288	30770292
chr16	30795810	30795836
chr16	30846327	30846469
chr16	30899144	30899150
chr16	30905204	30905251
chr16	30913553	30913641
chr16	30913692	30913769
chr16	31021688	31021717
chr16	31045635	31045635
chr16	31045716	31045830
chr16	31100155	31100163
chr16	31154193	31154199
chr16	31470767	31470779
chr16	31477133	31477136
chr16	31477338	31477383
chr16	32264988	32264998
chr16	33205856	33205871
chr16	33205899	33205976
chr16	33206082	33206107
chr16	33206759	33206767
chr16	33207067	33207111
chr16	46723696	46723703
chr16	46864996	46865061
chr16	48643794	48643809
chr16	49315168	49315186
chr16	49315237	49315314
chr16	50100395	50100411
chr16	50117858	50117864
chr16	50187600	50187652
chr16	50344365	50344440
chr16	50707613	50707621
chr16	50809077	50809085
chr16	50820766	50820785
chr16	52580627	52580647
chr16	53242144	53242259
chr16	53341825	53341865
chr16	54318647	54318725
chr16	54319938	54319950
chr16	54965111	54965114
chr16	54967073	54967087
chr16	55836961	55837119
chr16	55837441	55837513
chr16	55840245	55840285
chr16	56459222	56459239
chr16	56532507	56532519
chr16	56660484	56660732
chr16	57095772	57095841
chr16	57318438	57318438
chr16	57509762	57509796
chr16	57562681	57562827
chr16	57689293	57689298
chr16	57690056	57690060
chr16	57789717	57789746
chr16	57793640	57793738
chr16	57819376	57819551
chr16	57849424	57849549
chr16	57850124	57850127
chr16	57996469	57996514
chr16	58231603	58231620
chr16	58534059	58534064
chr16	62055314	62055361
chr16	64982512	64982685
chr16	66584016	66584035
chr16	66600042	66600058
chr16	66638849	66638855
chr16	66643742	66643763
chr16	66730283	66730396
chr16	66792676	66792741
chr16	66806492	66806502
chr16	66958855	66958859
chr16	67022607	67022607
chr16	67116116	67116119
chr16	67203257	67203286
chr16	67218246	67218285
chr16	67218519	67218571
chr16	67223088	67223096
chr16	67283014	67283022
chr16	67571417	67571429
chr16	67686922	67687153
chr16	67701742	67701760
chr16	67805969	67805989
chr16	67841093	67841152
chr16	67848205	67848304
chr16	67854742	67854746
chr16	67857529	67857622
chr16	67911091	67911096
chr16	68002445	68002467
chr16	68027148	68027164
chr16	68255224	68255237
chr16	68269766	68269782
chr16	68598653	68598665
chr16	69149178	69149217
chr16	69345415	69345419
chr16	69364269	69364274
chr16	69959268	69959302
chr16	70165801	70165830
chr16	70170097	70170184
chr16	70178324	70178431
chr16	70211209	70211255
chr16	70285143	70285156
chr16	70285502	70285624
chr16	70390749	70390803
chr16	70498933	70498940
chr16	70551529	70551540
chr16	70698040	70698046
chr16	70719626	70719694
chr16	70722017	70722047
chr16	70873967	70873967
chr16	70954509	70954631
chr16	70954732	70954806
chr16	71488062	71488066
chr16	71660357	71660509
chr16	71668712	71668716
chr16	71801780	71801788
chr16	71840589	71840631
chr16	71841704	71841741
chr16	71842666	71842735
chr16	71928738	71928761
chr16	72090429	72090483
chr16	72153651	72153661
chr16	73161254	73161460
chr16	73164867	73164978
chr16	73177651	73177680
chr16	74411890	74411937
chr16	74415414	74415475
chr16	74415507	74415562
chr16	74419240	74419304
chr16	74425408	74425546
chr16	74444434	74444511
chr16	74446751	74446778
chr16	74454399	74454490
chr16	74455060	74455114
chr16	74922067	74922073
chr16	75129496	75129619
chr16	75299723	75299799
chr16	75565506	75565538
chr16	75579724	75579724
chr16	75634076	75634084
chr16	75674226	75674247
chr16	77225119	77225155
chr16	77246260	77246266
chr16	77468503	77468592
chr16	79245787	79246021
chr16	79633040	79633061
chr16	79633238	79633250
chr16	79633343	79633420
chr16	80838047	80838055
chr16	81069601	81069741
chr16	81129742	81129766
chr16	81129824	81129883
chr16	81204273	81204299
chr16	81214893	81214893
chr16	81222486	81222491
chr16	81348826	81348885
chr16	81478847	81478859
chr16	81697874	81697954
chr16	81969729	81969768
chr16	82203730	82203737
chr16	83983055	83983111
chr16	83984733	83984892
chr16	83991245	83991343
chr16	84002254	84002392
chr16	84346671	84346688
chr16	84402222	84402229
chr16	84493112	84493183
chr16	84531698	84531717
chr16	85011530	85011611
chr16	85141273	85141278
chr16	85646897	85646929
chr16	86544188	86544376
chr16	86601641	86601756
chr16	86612875	86613098
chr16	87350873	87350904
chr16	87417061	87417123
chr16	87426034	87426073
chr16	87452499	87452500
chr16	87453393	87453397
chr16	87637786	87637859
chr16	87637933	87638053
chr16	87902877	87903002
chr16	88494008	88494040
chr16	88496866	88497000
chr16	88497029	88497038
chr16	88503681	88503753
chr16	88520077	88520086
chr16	88598533	88598599
chr16	88600182	88600192
chr16	88600347	88600362
chr16	88600678	88600765
chr16	88600974	88601049
chr16	88601197	88601294
chr16	88653950	88654021
chr16	88772579	88772616
chr16	88803047	88803051
chr16	88851309	88851372
chr16	88870240	88870270
chr16	88870359	88870375
chr16	88877958	88877999
chr16	88880970	88880980
chr16	88923186	88923285
chr16	88943572	88943577
chr16	88949084	88949169
chr16	89258202	89258247
chr16	89262621	89262634
chr16	89574826	89574839
chr16	89642346	89642431
chr16	89645401	89645404
chr16	89653496	89653510
chr16	89704652	89704657
chr16	89723990	89723996
chr16	89724343	89724373
chr16	89724608	89724633
chr16	89763228	89763332
chr16	89764525	89764526
chr16	89788049	89788087
chr16	89865403	89865443
chr16	89894959	89895183
chr16	89951064	89951064
chr16	89975374	89975515
chr16	90075199	90075220
chr16	90076365	90076432
chr16	90085719	90085749
chr16	90128620	90128628
chr17	30920	31075
chr17	31137	31193
chr17	260218	260379
chr17	263215	263225
chr17	263703	263735
chr17	436012	436032
chr17	635894	636003
chr17	686323	686384
chr17	882567	882582
chr17	882881	882925
chr17	934838	935013
chr17	1012331	1012340
chr17	1174149	1174269
chr17	1174414	1174460
chr17	1371302	1371304
chr17	1386174	1386177
chr17	1388988	1389022
chr17	1446314	1446321
chr17	1465835	1465854
chr17	1546769	1546864
chr17	1547073	1547082
chr17	1552565	1552571
chr17	1628278	1628293
chr17	1631881	1631920
chr17	1670205	1670288
chr17	1839757	1839758
chr17	1945002	1945064
chr17	1945312	1945325
chr17	1959604	1959626
chr17	1961223	1961234
chr17	1990369	1990469
chr17	2206927	2207014
chr17	2297337	2297377
chr17	2298365	2298455
chr17	2298502	2298559
chr17	2966130	2966143
chr17	2966362	2966397
chr17	2966460	2966580
chr17	3181840	3182012
chr17	3324137	3324236
chr17	3563900	3563901
chr17	3575748	3575787
chr17	3627485	3627525
chr17	3658411	3658498
chr17	3789007	3789024
chr17	3838486	3838571
chr17	3848354	3848359
chr17	3867468	3867585
chr17	4166890	4166999
chr17	4402433	4402519
chr17	4487901	4487952
chr17	4487995	4488051
chr17	4488275	4488280
chr17	4693199	4693368
chr17	4736913	4736921
chr17	4836917	4836945
chr17	4837041	4837101
chr17	5042350	5042445
chr17	5185804	5185815
chr17	5291232	5291269
chr17	5342162	5342393
chr17	5404194	5404237
chr17	5433850	5434002
chr17	6459705	6459726
chr17	6554884	6554892
chr17	6665205	6665312
chr17	7111394	7111422
chr17	7111455	7111457
chr17	7120508	7120528
chr17	7197549	7197710
chr17	7213150	7213194
chr17	7232454	7232522
chr17	7320911	7320956
chr17	7344770	7344776
chr17	7412931	7412951
chr17	7452504	7452548
chr17	7452583	7452603
chr17	7456911	7457000
chr17	7719889	7720013
chr17	7756528	7756546
chr17	7756589	7756673
chr17	7788253	7788292
chr17	7828445	7828478
chr17	7906366	7906409
chr17	7906471	7906562
chr17	8013513	8013613
chr17	8021670	8021676
chr17	8024897	8024956
chr17	8025287	8025297
chr17	8140723	8140837
chr17	8193854	8193996
chr17	8198153	8198178
chr17	8526574	8526579
chr17	8731495	8731507
chr17	9487555	9487688
chr17	11144768	11144849
chr17	11501958	11502051
chr17	11887499	11887514
chr17	11935583	11935615
chr17	12890464	12890469
chr17	13399747	13399779
chr17	13399857	13399902
chr17	13504170	13504187
chr17	14248733	14248733
chr17	15406406	15406430
chr17	15443666	15443678
chr17	15466751	15466762
chr17	15496610	15496636
chr17	15516990	15517024
chr17	15519144	15519161
chr17	15584178	15584267
chr17	15586349	15586389
chr17	15638938	15638988
chr17	15903169	15903346
chr17	15990527	15990659
chr17	16054904	16054930
chr17	16251874	16251894
chr17	16395207	16395304
chr17	16471052	16471084
chr17	16596293	16596304
chr17	16638344	16638346
chr17	16638596	16638710
chr17	16638741	16638842
chr17	16640852	16640897
chr17	16676811	16676843
chr17	16843875	16843882
chr17	17067441	17067581
chr17	17067942	17068071
chr17	17068119	17068331
chr17	17068402	17068614
chr17	17068670	17068740
chr17	17068770	17068964
chr17	17069070	17069416
chr17	17069493	17069723
chr17	17069758	17069940
chr17	17070018	17070139
chr17	17070198	17070751
chr17	17070800	17071151
chr17	17071228	17071229
chr17	17109299	17109331
chr17	17109409	17109457
chr17	17158190	17158259
chr17	17183918	17183995
chr17	17410483	17410513
chr17	17960017	17960251
chr17	18024018	18024066
chr17	18024239	18024309
chr17	18024448	18024524
chr17	18024569	18024709
chr17	18128997	18129077
chr17	18161957	18161963
chr17	18389351	18389431
chr17	18390961	18390985
chr17	18392255	18392266
chr17	18394616	18394616
chr17	18604670	18604758
chr17	18625508	18625645
chr17	18653345	18653394
chr17	18872365	18872402
chr17	18891560	18891727
chr17	18920597	18920707
chr17	18925217	18925222
chr17	19061656	19061689
chr17	19246593	19246605
chr17	19250409	19250490
chr17	19314943	19314965
chr17	19437253	19437259
chr17	19480876	19480901
chr17	19607966	19608007
chr17	19641479	19641507
chr17	20059516	20059527
chr17	20130726	20130902
chr17	20353286	20353302
chr17	20358697	20358711
chr17	20361514	20361595
chr17	20946023	20946043
chr17	21156471	21156477
chr17	21188276	21188281
chr17	25634770	25634823
chr17	25965318	25965377
chr17	26091020	26091037
chr17	26659211	26659247
chr17	26699079	26699100
chr17	26733043	26733061
chr17	26879567	26879575
chr17	26938819	26938852
chr17	26938990	26939045
chr17	26969343	26969353
chr17	27033698	27033781
chr17	27037889	27037947
chr17	27047329	27047448
chr17	27212875	27212965
chr17	27229601	27229616
chr17	27332833	27332887
chr17	27451671	27451706
chr17	27455441	27455477
chr17	27455504	27455562
chr17	27467358	27467428
chr17	27794226	27794234
chr17	27893764	27893776
chr17	27895777	27895815
chr17	27895837	27895848
chr17	27916345	27916396
chr17	27920640	27920690
chr17	27945066	27945210
chr17	27949762	27949908
chr17	28088168	28088280
chr17	28548999	28549086
chr17	28549837	28549839
chr17	29206459	29206505
chr17	29227575	29227577
chr17	29249053	29249068
chr17	29422328	29422387
chr17	29647409	29647417
chr17	29694243	29694296
chr17	29718901	29719029
chr17	30185777	30185851
chr17	30593209	30593319
chr17	30594828	30594832
chr17	30678764	30678775
chr17	31619129	31619184
chr17	33330077	33330093
chr17	33457271	33457274
chr17	33491088	33491185
chr17	33881694	33881723
chr17	34199325	34199327
chr17	34493441	34493447
chr17	34497313	34497319
chr17	34497913	34497961
chr17	34499214	34499323
chr17	34499653	34499751
chr17	34500781	34500815
chr17	34523997	34524072
chr17	34581412	34581479
chr17	34585324	34585413
chr17	34748088	34748108
chr17	34749502	34749564
chr17	34752271	34752340
chr17	34752749	34752817
chr17	34753261	34753286
chr17	34797721	34797738
chr17	34803406	34803431
chr17	34854919	34855004
chr17	35297618	35297768
chr17	35299532	35299548
chr17	35300063	35300088
chr17	35646336	35646430
chr17	35939228	35939297
chr17	35939321	35939523
chr17	35993327	35993411
chr17	36287071	36287177
chr17	36290586	36290706
chr17	36291420	36291514
chr17	36291899	36291964
chr17	36292428	36292521
chr17	36293007	36293047
chr17	36294032	36294135
chr17	36294182	36294253
chr17	36294317	36294600
chr17	36345439	36345555
chr17	36347010	36347082
chr17	36455383	36455387
chr17	36633998	36634092
chr17	36666303	36666319
chr17	36666359	36666578
chr17	36716569	36716661
chr17	36718403	36718411
chr17	36761937	36761958
chr17	36861886	36861900
chr17	36878131	36878287
chr17	36878323	36878390
chr17	37307675	37307747
chr17	37427089	37427109
chr17	37459838	37459892
chr17	37557692	37557694
chr17	37561531	37561640
chr17	37687576	37687591
chr17	37856476	37856496
chr17	38191178	38191225
chr17	38278866	38278954
chr17	38278998	38279209
chr17	38279302	38279499
chr17	38279573	38279633
chr17	38282436	38282445
chr17	38328274	38328403
chr17	38497640	38497678
chr17	38497722	38497801
chr17	38498937	38498943
chr17	38563084	38563194
chr17	38600052	38600068
chr17	38786462	38786538
chr17	38949407	38949425
chr17	39038904	39038906
chr17	39137409	39137420
chr17	39186020	39186166
chr17	39186275	39186297
chr17	39253911	39253946
chr17	39261868	39261956
chr17	39279901	39280105
chr17	39280307	39280325
chr17	39296687	39296739
chr17	39305514	39305584
chr17	39305609	39305641
chr17	39383091	39383101
chr17	39421630	39421692
chr17	39421755	39421824
chr17	39421873	39421981
chr17	39422044	39422112
chr17	39431956	39432112
chr17	39432235	39432295
chr17	39432418	39432459
chr17	39458078	39458336
chr17	39458392	39458480
chr17	39458580	39459089
chr17	39551068	39551085
chr17	39648578	39648585
chr17	39725678	39725803
chr17	39776743	39776758
chr17	39890795	39890800
chr17	39928112	39928114
chr17	39968098	39968102
chr17	39976139	39976275
chr17	39992218	39992234
chr17	39992289	39992424
chr17	40027942	40027947
chr17	40075133	40075251
chr17	40332949	40332963
chr17	40336405	40336422
chr17	40371420	40371481
chr17	40452148	40452267
chr17	40452293	40452299
chr17	40478134	40478152
chr17	40574645	40574671
chr17	40688382	40688445
chr17	40688660	40688673
chr17	40729171	40729177
chr17	40822098	40822139
chr17	40822260	40822338
chr17	40879653	40879781
chr17	40985793	40985801
chr17	40985847	40985873
chr17	40986167	40986215
chr17	41116419	41116457
chr17	41132662	41132673
chr17	41132701	41132767
chr17	41177367	41177455
chr17	41573549	41573636
chr17	41607556	41607597
chr17	41856194	41856292
chr17	41977839	41977950
chr17	42082228	42082322
chr17	42266344	42266383
chr17	42340245	42340263
chr17	42431101	42431116
chr17	42431911	42431917
chr17	42431979	42432135
chr17	42440965	42441073
chr17	42826530	42826629
chr17	42826666	42826745
chr17	42836568	42836572
chr17	42856670	42856685
chr17	42931023	42931049
chr17	42980214	42980234
chr17	42981238	42981432
chr17	42981467	42981547
chr17	42981602	42981786
chr17	42981892	42982002
chr17	42982099	42982344
chr17	42982407	42982439
chr17	43003696	43003699
chr17	43045334	43045352
chr17	43111339	43111410
chr17	43181264	43181295
chr17	43182191	43182205
chr17	43209615	43209670
chr17	43299492	43299609
chr17	43319214	43319266
chr17	43319302	43319321
chr17	43319447	43319482
chr17	43483148	43483227
chr17	43483326	43483449
chr17	43487598	43487705
chr17	43507022	43507135
chr17	43507349	43507398
chr17	44376913	44377031
chr17	44617542	44617554
chr17	44630708	44630842
chr17	44632691	44632693
chr17	44833168	44833170
chr17	45018041	45018045
chr17	45056328	45056352
chr17	45199982	45199985
chr17	45331228	45331306
chr17	45507361	45507361
chr17	45608805	45608882
chr17	45623275	45623359
chr17	45727579	45727584
chr17	45786292	45786391
chr17	45786414	45786590
chr17	45811038	45811039
chr17	45819976	45820063
chr17	45908700	45908825
chr17	45915579	45915609
chr17	46048411	46048458
chr17	46507437	46507484
chr17	46655268	46655362
chr17	46655471	46655544
chr17	46801720	46801799
chr17	46985866	46985890
chr17	47210362	47210376
chr17	47302492	47302518
chr17	47841304	47841321
chr17	48193457	48193465
chr17	48226913	48227035
chr17	48423502	48423557
chr17	48619375	48619392
chr17	48625387	48625501
chr17	48712298	48712342
chr17	48784998	48785015
chr17	48822013	48822161
chr17	48828115	48828291
chr17	48828566	48828668
chr17	48829483	48829530
chr17	49124054	49124096
chr17	49156945	49156956
chr17	49197830	49197999
chr17	49302553	49302570
chr17	53120973	53121032
chr17	53828753	53828838
chr17	53844696	53844813
chr17	55185307	55185409
chr17	55752279	55752295
chr17	56065459	56065493
chr17	56296635	56296645
chr17	56379629	56379762
chr17	56569872	56569881
chr17	56572293	56572425
chr17	56609322	56609410
chr17	56616523	56616569
chr17	56833822	56833822
chr17	57153008	57153016
chr17	57311853	57311862
chr17	57352499	57352520
chr17	57651550	57651616
chr17	57656854	57656854
chr17	57657099	57657241
chr17	57663515	57663565
chr17	57665398	57665402
chr17	57676836	57676845
chr17	57941028	57941032
chr17	57968191	57968191
chr17	58024192	58024210
chr17	58024934	58024963
chr17	58227396	58227411
chr17	58290942	58290952
chr17	58296989	58297040
chr17	58677957	58677968
chr17	58678026	58678079
chr17	59457867	59457932
chr17	59465979	59466069
chr17	59490014	59490092
chr17	60005197	60005218
chr17	60598134	60598205
chr17	60651706	60651771
chr17	60782801	60782806
chr17	61176672	61176676
chr17	61490041	61490070
chr17	61515435	61515537
chr17	61554535	61554694
chr17	61842246	61842252
chr17	61919777	61920034
chr17	61950614	61950618
chr17	61959237	61959248
chr17	61972610	61972647
chr17	61972692	61972817
chr17	61987355	61987441
chr17	62022033	62022129
chr17	62502285	62502348
chr17	62504668	62504693
chr17	62528150	62528179
chr17	62851999	62852007
chr17	63159199	63159207
chr17	63822443	63822447
chr17	64298974	64299011
chr17	64770257	64770272
chr17	65374271	65374318
chr17	65821913	65822034
chr17	65906993	65907002
chr17	65914955	65914955
chr17	65959492	65959623
chr17	66453500	66453562
chr17	66526626	66526639
chr17	66537113	66537124
chr17	66914568	66914679
chr17	66917523	66917529
chr17	67081766	67081771
chr17	71203841	71203882
chr17	72245107	72245120
chr17	72342517	72342663
chr17	72363907	72363910
chr17	72444962	72445039
chr17	72445474	72445506
chr17	72733356	72733374
chr17	72768207	72768224
chr17	72768282	72768379
chr17	72832832	72832865
chr17	72840325	72840369
chr17	72878857	72878902
chr17	72937488	72937687
chr17	73043346	73043393
chr17	73101917	73102078
chr17	73238417	73238554
chr17	73498578	73498683
chr17	73512827	73512847
chr17	73570221	73570238
chr17	73646655	73646705
chr17	73738672	73738769
chr17	73761095	73761144
chr17	73761183	73761217
chr17	73874175	73874294
chr17	73874319	73874419
chr17	73892703	73892709
chr17	73900753	73900800
chr17	73900902	73900956
chr17	73931713	73931754
chr17	74017805	74017806
chr17	74043987	74044008
chr17	74097252	74097299
chr17	74099548	74099568
chr17	74099639	74099647
chr17	74133790	74133885
chr17	74236269	74236314
chr17	74270160	74270235
chr17	74303590	74303647
chr17	74344610	74344621
chr17	74379927	74379970
chr17	74448807	74448829
chr17	74449037	74449094
chr17	74476021	74476023
chr17	74533536	74533624
chr17	74581859	74581890
chr17	74684291	74684331
chr17	74706687	74706729
chr17	76134883	76134920
chr17	76160601	76160784
chr17	76193227	76193316
chr17	76218909	76219003
chr17	76228114	76228258
chr17	76415785	76415791
chr17	76451726	76451881
chr17	76778284	76778305
chr17	76921050	76921143
chr17	77071068	77071137
chr17	77078195	77078271
chr17	77081995	77082008
chr17	77752183	77752200
chr17	77924555	77924597
chr17	78041304	78041515
chr17	78120593	78120640
chr17	78120671	78120721
chr17	78252563	78252709
chr17	78346775	78346913
chr17	78403736	78403744
chr17	78449803	78449815
chr17	78450121	78450180
chr17	78972261	78972275
chr17	79009055	79009083
chr17	79082825	79082846
chr17	79089963	79090007
chr17	79105702	79105780
chr17	79139780	79139792
chr17	79205198	79205276
chr17	79205378	79205385
chr17	79206115	79206258
chr17	79212728	79212753
chr17	79213368	79213369
chr17	79373540	79373591
chr17	79667497	79667630
chr17	79782391	79782445
chr17	79818202	79818222
chr17	79849204	79849207
chr17	79860189	79860329
chr17	79869137	79869231
chr17	79918582	79918685
chr17	79918754	79918785
chr17	79935523	79935525
chr17	79977532	79977553
chr17	79989638	79989664
chr17	79995337	79995339
chr17	80009458	80009516
chr17	80009564	80009642
chr17	80009808	80009883
chr17	80039676	80039699
chr17	80039885	80039898
chr17	80091949	80092070
chr17	80109449	80109629
chr17	80206581	80206608
chr17	80207521	80207527
chr17	80352207	80352216
chr17	80376288	80376361
chr17	80416680	80416700
chr17	80477840	80477905
chr17	80553658	80553765
chr17	80606164	80606201
chr17	80618972	80618987
chr17	80656412	80656439
chr17	80710070	80710225
chr17	80895722	80895830
chr17	81037776	81037861
chr18	500508	500514
chr18	657772	657845
chr18	712481	712587
chr18	905346	905366
chr18	2616436	2616441
chr18	2705702	2705726
chr18	2847028	2847057
chr18	2906949	2907041
chr18	2982666	2982758
chr18	3450391	3450414
chr18	3845349	3845351
chr18	5197077	5197118
chr18	5400968	5401042
chr18	5419902	5419930
chr18	6729777	6729902
chr18	6824782	6824905
chr18	6837196	6837306
chr18	6850807	6850875
chr18	6898435	6898609
chr18	7049251	7049256
chr18	8706589	8706662
chr18	8809446	8809536
chr18	8831572	8831838
chr18	9239483	9239554
chr18	9513276	9513287
chr18	9614476	9614482
chr18	9708403	9708441
chr18	9886900	9886937
chr18	9887315	9887335
chr18	10454917	10454982
chr18	10704559	10704650
chr18	10797372	10797392
chr18	11609806	11609869
chr18	11610203	11610271
chr18	11610475	11610493
chr18	11610549	11610579
chr18	11689827	11689938
chr18	11884993	11885042
chr18	12094074	12094234
chr18	12095170	12095284
chr18	12095475	12095586
chr18	12096195	12096301
chr18	12097642	12097776
chr18	12099614	12099681
chr18	12103222	12103227
chr18	12107337	12107466
chr18	12115087	12115120
chr18	12115392	12115475
chr18	12122357	12122479
chr18	12124163	12124319
chr18	12125563	12125689
chr18	12125781	12125949
chr18	12126011	12126173
chr18	12126209	12126328
chr18	12127747	12127862
chr18	12254729	12254923
chr18	12325028	12325053
chr18	12376968	12377081
chr18	12407993	12408006
chr18	12657719	12657824
chr18	12673478	12673502
chr18	12680661	12680668
chr18	12840713	12840863
chr18	12884072	12884076
chr18	13740273	13740278
chr18	14538162	14538197
chr18	14808550	14808578
chr18	14837271	14837288
chr18	18533608	18533613
chr18	19120547	19120558
chr18	19120602	19120661
chr18	19756960	19757018
chr18	20564931	20565000
chr18	20715873	20715935
chr18	21083603	21083640
chr18	21111531	21111544
chr18	21120412	21120419
chr18	21123419	21123533
chr18	21242674	21242684
chr18	21269688	21269724
chr18	21736953	21736963
chr18	25616434	25616544
chr18	25756927	25756986
chr18	28673582	28673601
chr18	29036429	29036438
chr18	30050308	30050391
chr18	30969504	30969508
chr18	31463208	31463213
chr18	32398077	32398108
chr18	32398314	32398328
chr18	32409107	32409114
chr18	32621477	32621488
chr18	32949153	32949236
chr18	33058295	33058313
chr18	33605560	33605641
chr18	33620770	33620828
chr18	33877781	33877898
chr18	34378358	34378365
chr18	34465629	34465635
chr18	34664088	34664195
chr18	34839084	34839127
chr18	40500662	40500725
chr18	43258940	43258955
chr18	43445713	43445724
chr18	43565406	43565416
chr18	43652136	43652154
chr18	43678249	43678249
chr18	43685344	43685365
chr18	44301325	44301432
chr18	44497285	44497379
chr18	44526799	44526886
chr18	44542962	44543045
chr18	44543286	44543288
chr18	44543565	44543619
chr18	44543812	44543946
chr18	44544007	44544130
chr18	44544302	44544337
chr18	44549509	44549557
chr18	44572828	44572898
chr18	44579251	44579269
chr18	44746314	44746381
chr18	44756830	44756928
chr18	44757306	44757371
chr18	44757494	44757535
chr18	44771279	44771353
chr18	44771869	44771932
chr18	44772981	44773193
chr18	44773296	44773391
chr18	44773570	44773924
chr18	44774085	44774169
chr18	44774236	44774380
chr18	44774507	44774572
chr18	44774686	44774701
chr18	44774775	44775037
chr18	44775061	44775141
chr18	44775195	44775282
chr18	44775306	44775522
chr18	44775551	44775554
chr18	45423151	45423159
chr18	45555847	45555866
chr18	46476514	46476527
chr18	46735921	46736085
chr18	47339925	47339936
chr18	47455962	47455968
chr18	47796351	47796388
chr18	48443865	48443878
chr18	48723102	48723145
chr18	48723197	48723273
chr18	48723295	48723592
chr18	51750543	51750551
chr18	51750850	51750910
chr18	51796069	51796079
chr18	51888379	51888801
chr18	53298563	53298589
chr18	54814544	54814912
chr18	55102999	55103027
chr18	55103173	55103278
chr18	55253843	55253852
chr18	56024426	56024449
chr18	56363598	56363626
chr18	56936422	56936464
chr18	57567660	57567780
chr18	57570055	57570055
chr18	59763170	59763183
chr18	59807671	59807673
chr18	59947007	59947074
chr18	59992610	59992660
chr18	60190688	60190704
chr18	60190853	60190913
chr18	60383192	60383281
chr18	60383515	60383539
chr18	61034244	61034342
chr18	61261355	61261379
chr18	64197082	64197086
chr18	66564815	66564862
chr18	70209264	70209374
chr18	72124297	72124407
chr18	72516053	72516077
chr18	72632678	72632709
chr18	72920889	72921013
chr18	73122737	73122739
chr18	74207665	74207742
chr18	74208235	74208435
chr18	74680328	74680335
chr18	74700220	74700221
chr18	74700258	74700349
chr18	74728713	74728731
chr18	76740315	76740317
chr18	76752502	76752519
chr18	76752573	76752719
chr18	76752961	76752972
chr18	76753026	76753082
chr18	77156338	77156351
chr18	77160428	77160479
chr18	77440038	77440153
chr18	77623929	77624026
chr18	77624110	77624291
chr18	77659735	77659767
chr18	77724736	77724743
chr18	77802135	77802219
chr19	282291	282310
chr19	282752	282777
chr19	290952	291009
chr19	291285	291336
chr19	312191	312272
chr19	344774	344782
chr19	460557	460674
chr19	460826	460907
chr19	497883	498004
chr19	519390	519414
chr19	531932	532015
chr19	549113	549185
chr19	572564	572658
chr19	580765	580782
chr19	590526	590577
chr19	613487	613488
chr19	613852	613865
chr19	616008	616091
chr19	616241	616266
chr19	617857	617870
chr19	621071	621099
chr19	633459	633475
chr19	650264	650278
chr19	663062	663077
chr19	676424	676499
